idx,Category,Freq,Term,Total,loglift,logprob
326,Topic6,5.256779,estero,83.448006,0.4700999855995178,-6.865900039672852
7035,Topic6,0.3903798,buttare,5.9086976,0.5177000164985657,-9.465999603271484
5571,Topic6,0.5333896,gigantesco,8.200761,0.5019999742507935,-9.153900146484375
2297,Topic6,1.5179143,occhio,24.373444,0.4586000144481659,-8.108099937438965
2768,Topic6,1.21899,navale,19.526562,0.460999995470047,-8.327400207519531
1840,Topic6,1.667871,straniero,27.339636,0.43799999356269836,-8.013799667358398
6470,Topic6,0.65399474,esperimento,10.383534,0.4699000120162964,-8.949999809265137
3788,Topic6,0.4785597,sentenza,7.501012,0.482699990272522,-9.262399673461914
90,Topic6,6.6916223,avvenire,120.96718,0.3400999903678894,-6.624499797821045
2359,Topic6,0.88838154,provinole,14.463858,0.4447999894618988,-8.643699645996094
307,Topic6,1.2833083,effetto,21.451353,0.41839998960494995,-8.276000022888184
2047,Topic6,0.7675002,clic,12.449325,0.44850000739097595,-8.789999961853027
643,Topic6,4.9410563,passare,90.27524,0.3294999897480011,-6.927800178527832
50,Topic6,9.510744,americano,184.37169,0.2702000141143799,-6.2729997634887695
2847,Topic6,0.88797075,respingere,14.553424,0.43810001015663147,-8.644200325012207
1425,Topic6,1.7283819,inghilterra,30.197266,0.3741999864578247,-7.9781999588012695
1628,Topic6,4.610232,piroscafo,87.74219,0.28859999775886536,-6.997099876403809
384,Topic6,14.639526,giornale,311.21957,0.17800000309944153,-5.841700077056885
594,Topic6,9.21811,nome,187.96289,0.21969999372959137,-6.304200172424316
974,Topic6,6.56603,unito,130.0994,0.2484000027179718,-6.643499851226807
602,Topic6,7.2359343,notizia,144.99274,0.2371000051498413,-6.546299934387207
749,Topic6,4.01054,recare,75.8134,0.2953999936580658,-7.136499881744385
3345,Topic6,11.977816,cardinale,260.26074,0.15610000491142273,-6.042300224304199
486,Topic6,3.0663111,lettera,57.35533,0.3059999942779541,-7.404900074005127
995,Topic6,15.194063,venire,341.4494,0.12250000238418579,-5.804500102996826
1757,Topic6,3.3269002,salutare,63.309555,0.2888000011444092,-7.323400020599365
91,Topic6,3.1717596,avvisare,60.28688,0.289900004863739,-7.371099948883057
84,Topic6,2.8999376,aumentare,54.594448,0.2994999885559082,-7.460700035095215
1811,Topic6,4.1790996,società,83.913864,0.23510000109672546,-7.095300197601318
458,Topic6,36.683147,italiano,1001.09753,-0.07180000096559525,-4.923099994659424
238,Topic6,13.804612,daily,330.09018,0.06040000170469284,-5.900400161743164
918,Topic6,15.724366,telegrafico,393.53424,0.014800000004470348,-5.770199775695801
648,Topic6,5.467249,patrizio,116.66154,0.17430000007152557,-6.826600074768066
4809,Topic6,5.3107796,marconi,112.78731,0.17900000512599945,-6.8557000160217285
267,Topic6,3.3518255,dimostrare,65.84523,0.25699999928474426,-7.315899848937988
193,Topic6,4.4901066,condizione,93.41422,0.1995999962091446,-7.023499965667725
456,Topic6,17.974167,italia,504.5979,-0.10010000318288803,-5.636499881744385
278,Topic6,16.160069,dispaccio,457.2385,-0.10790000110864639,-5.742800235748291
508,Topic6,6.4697447,maggio,148.54042,0.10100000351667404,-6.658299922943115
457,Topic6,6.3170533,italian,145.06456,0.10080000013113022,-6.68209981918335
365,Topic6,5.9812107,francese,135.80489,0.11219999939203262,-6.736800193786621
951,Topic6,7.3975997,trovare,178.41124,0.05180000141263008,-6.524199962615967
403,Topic6,6.1907635,grande,147.71931,0.0625,-6.702300071716309
802,Topic6,14.266286,roma,450.56665,-0.21780000627040863,-5.867499828338623
647,Topic6,6.308398,patrio,153.7871,0.041099999099969864,-6.683499813079834
694,Topic6,4.6063075,prendere,100.220375,0.15479999780654907,-6.998000144958496
608,Topic6,7.7032943,nuovo,210.52539,-0.07320000231266022,-6.483699798583984
920,Topic6,5.483089,tenere,128.64198,0.07940000295639038,-6.823699951171875
687,Topic6,10.955368,potere,358.15668,-0.2524000108242035,-6.1315999031066895
240,Topic6,7.0408616,dare,193.25699,-0.07750000059604645,-6.573699951171875
616,Topic6,5.8537,operare,144.45998,0.02879999950528145,-6.758299827575684
606,Topic6,6.5313907,numerare,177.03395,-0.06499999761581421,-6.648799896240234
270,Topic6,6.946666,dire,229.07874,-0.26100000739097595,-6.587100028991699
401,Topic6,6.5871687,gran,209.87292,-0.22660000622272491,-6.6402997970581055
1463,Topic6,6.0494514,leggere,165.59035,-0.07479999959468842,-6.725399971008301
638,Topic6,6.0786796,parigi,168.94865,-0.09000000357627869,-6.720600128173828
531,Topic6,6.4845085,mentire,223.85564,-0.3068000078201294,-6.656000137329102
295,Topic6,6.376319,dovere,219.12076,-0.30230000615119934,-6.672800064086914
739,Topic6,6.053375,quotidiano,206.10512,-0.2930000126361847,-6.724800109863281
